ID,Name,Age,CountryCode,Salary
484,deVCTZXvuL,93,450,129438.87017137396
485,CcahpSQyXPPqHveSRr,99,195,312813.75261948566
486,IGoYXyMsmHETSZMwR,24,42,252070.64142717814
487,kOHjeuZirrwVnEriyAvM,82,84,227933.8660621168
488,gndFGvdzPP,98,1,497449.77262496453
489,GrYHkkXYlxDPseTYrWR,52,113,762096.9474759595
490,cJSKOqodBh,25,23,335764.40108665114
491,ZFHpPmKucBaicPvKP,56,443,524963.5617803773
492,SDkLusQpnUJrYdDZN,90,45,116818.722052285
493,fxhKASPMYywuhpDah,93,326,913263.8970337935
494,GuSdPjBsLGXLxje,95,471,1067.3451350726405
495,qEhgvUkkZVn,19,39,420653.4631353975
496,bqbLLzWhlod,90,424,502956.19128471805
497,ZSyubCVdLobLSxUvgWk,42,96,638433.69515865
498,uCvQJcWhfFkxQA,56,64,804684.828542528
499,zAPzRKIgvdfYYSk,67,49,210249.25518013668
500,mshBsSSGoJzYtko,70,46,575550.0145254404
